ARB_ID,SET,BRAND,match,afte3,N_8good
1465,6,1,1,1,8
1465,7,1,1,2,8
1465,8,1,0,2,8
1473,1,1,1,1,8
1473,2,1,1,2,8
1473,3,2,0,3,8
1473,4,1,1,1,8
1473,5,2,0,3,8
1473,6,2,1,1,8
1473,7,1,0,2,8
1473,8,2,0,2,8
1481,1,2,1,1,8
1481,2,2,0,2,8
1481,3,2,0,2,8
1481,4,1,0,2,8
1481,5,2,0,2,8
1481,6,1,1,1,8
1481,7,1,1,1,8
1481,8,1,1,2,8
1489,1,2,0,1,8
1489,2,2,0,3,8
1489,3,1,1,1,8
1489,4,1,1,1,8
1489,5,2,1,1,8
1489,6,1,0,2,8
1489,7,2,0,3,8
1489,8,1,1,2,8
1497,1,1,0,3,8
1497,2,2,1,1,8
1497,3,2,0,3,8
1497,4,1,1,1,8
1497,5,1,1,1,8
1497,6,1,1,1,8
1497,7,2,1,1,8
1497,8,2,0,3,8
1505,1,1,1,1,8
1505,2,2,1,1,8
1505,3,1,1,1,8
1505,4,2,0,2,8
1505,5,1,0,2,8
1505,6,2,1,1,8
1505,7,2,0,2,8
1505,8,1,1,1,8
1513,1,1,0,2,8
1513,2,1,1,1,8
1513,3,1,1,1,8
1513,4,2,1,1,8
1513,5,2,0,2,8
1513,6,1,1,1,8
1513,7,2,0,2,8
1513,8,2,0,2,8
1521,1,2,0, , 
1521,2,1,0, , 
1521,3,1,1, , 
1521,4,1,0, , 
1521,5,1,1, , 
1521,6,2,1, , 
1521,7,2,1, , 
1521,8,2,0, , 
1529,1,1,0,2,8
1529,2,1,0,2,8
1529,3,1,1,1,8
1529,4,2,1,1,8
1529,5,2,0,2,8
1529,6,2,1,1,8
1529,7,1,0,2,8
1529,8,2,1,1,8
1537,1,1,0,3,8
1537,2,1,1,1,8
1537,3,2,0,3,8
1537,4,2,1,1,8
1537,5,1,0,3,8
1537,6,2,1,1,8
1537,7,1,1,1,8
1537,8,2,1,1,8
1545,1,2,1,1,8
1545,2,1,1,1,8
1545,3,2,0,3,8
1545,4,1,0,3,8
1545,5,1,0,3,8
1545,6,2,0,3,8
1545,7,2,1,1,8
1545,8,1,0,2,8
1553,1,2,0,3,8
1553,2,2,1,1,8
1553,3,1,0,2,8
1553,4,1,0,3,8
1553,5,1,1,1,8
1553,6,2,1,1,8
1553,7,1,0,2,8
1553,8,2,1,1,8
1561,1,1,1, , 
1561,2,2,1, , 
1561,3,2,1, , 
1561,4,1,0, , 
1561,5,2,1, , 
1561,6,1,0, , 
1561,7,1,0, , 
1561,8,2,0, , 
1569,1,2,0,2,8
1569,2,2,0,2,8
1569,3,1,0,2,8
1569,4,1,1,1,8
1569,5,1,0,2,8
1569,6,2,0,2,8
1569,7,2,1,1,8
1569,8,1,1,1,8
1577,1,1,1, , 
1577,2,1,1, , 
1577,3,2,0, , 
1577,4,2,1, , 
1577,5,1,0, , 
1577,6,1,0, , 
1577,7,2,0, , 
1577,8,2,1, , 
1585,1,2,1, , 
1585,2,2,1, , 
1585,3,1,1, , 
1585,4,1,0, , 
1585,5,1,1, , 
1585,6,2,0, , 
1585,7,2,0, , 
1585,8,1,1, , 
1593,1,1,1,1,8
1593,2,2,0,3,8
1593,3,2,1,1,8
1593,4,1,0,3,8
1593,5,2,1,1,8
1593,6,1,0,3,8
1593,7,1,0,3,8
1593,8,2,0,3,8
1601,1,1,1,2,8
1601,2,1,0,3,8
1601,3,1,1,1,8
1601,4,1,1,1,8
1601,5,2,0,3,8
1601,6,2,0,3,8
1601,7,2,0,3,8
1601,8,2,1,1,8
1609,1,2,1,1,8
1609,2,2,1,1,8
1609,3,1,1,1,8
1609,4,1,0,3,8
1609,5,2,0,3,8
1609,6,2,0,3,8
1609,7,1,1,1,8
1609,8,1,0,3,8
1617,1,2,1,1,8
1617,2,1,1,1,8
1617,3,1,0,2,8
1617,4,1,0,2,8
1617,5,2,0,2,8
1617,6,2,1,1,8
1617,7,1,0,2,8
1617,8,2,1,1,8
1625,1,1,0,3,8
1625,2,1,1,1,8
1625,3,2,1,1,8
1625,4,2,1,1,8
1625,5,2,0,3,8
1625,6,2,0,3,8
1625,7,1,1,1,8
1625,8,1,1,2,8
1633,1,1,1,1,8
1633,2,2,0,2,8
1633,3,2,1,1,8
1633,4,1,0,2,8
1633,5,2,1,1,8
1633,6,1,0,2,8
1633,7,2,1,1,8
1633,8,1,0,2,8
1641,1,1,1,2,8
1641,2,1,0,2,8
1641,3,1,0,2,8
1641,4,2,0,2,8
1641,5,2,0,2,8
1641,6,1,1,2,8
1641,7,2,1,1,8
1641,8,2,0,2,8
1649,1,1,0,3,8
1649,2,2,0,3,8
1649,3,2,1,1,8
1649,4,2,1,1,8
1649,5,1,0,2,8
1649,6,1,1,1,8
1649,7,1,0,3,8
1649,8,2,0,2,8
1657,1,1,1,1,8
1657,2,2,1,1,8
1657,3,2,0,3,8
1657,4,1,0,3,8
1657,5,2,1,1,8
1657,6,1,1,1,8
1657,7,2,1,1,8
1657,8,1,0,3,8
1665,1,2,1,1,8
1665,2,1,0,3,8
1665,3,1,0,3,8
1665,4,1,0,3,8
1665,5,2,0,3,8
1665,6,1,1,1,8
1665,7,2,1,1,8
1665,8,2,1,1,8
1673,1,2,1, , 
1673,2,2,0, , 
1673,3,1,0, , 
1673,4,2,1, , 
1673,5,2,0, , 
1673,6,1,1, , 
1673,7,1,0, , 
1673,8,1,1, , 
1681,1,2,1,1,8
1681,2,1,0,3,8
1681,3,2,0,3,8
1681,4,1,0,2,8
1681,5,2,0,2,8
1681,6,1,1,1,8
1681,7,2,0,3,8
1681,8,1,1,1,8
1689,1,1,1,2,8
1689,2,1,1,2,8
1689,3,2,0,2,8
1689,4,2,0,2,8
1689,5,2,0,2,8
1689,6,2,1,2,8
1689,7,1,1,1,8
1689,8,1,0,3,8
1697,1,2,0,2,8
1697,2,1,0,2,8
1697,3,1,1,1,8
1697,4,1,0,2,8
1697,5,2,1,1,8
1697,6,1,1,1,8
1697,7,2,1,1,8
1697,8,2,1,1,8
1705,1,2,0, , 
1705,2,1,1, , 
1705,3,1,0, , 
1705,4,2,1, , 
1705,5,1,0, , 
1705,6,2,1, , 
1705,7,1,0, , 
1705,8,2,0, , 
1713,1,1,0,3,8
1713,2,2,1,1,8
1713,3,1,1,1,8
1713,4,2,1,1,8
1713,5,1,0,2,8
1713,6,2,0,3,8
1713,7,2,1,1,8
1713,8,1,1,1,8
1721,1,1,1, , 
1721,2,1,1, , 
1721,3,2,1, , 
1721,4,1,0, , 
1721,5,2,0, , 
1721,6,1,0, , 
1721,7,2,1, , 
1721,8,2,1, , 
1729,1,2,1,1,8
1729,2,2,0,2,8
1729,3,1,0,2,8
1729,4,2,0,2,8
1729,5,1,1,2,8
1729,6,2,0,2,8
1729,7,1,1,2,8
1729,8,1,1,2,8
1737,1,1,1,1,8
1737,2,2,1,1,8
1737,3,1,0,3,8
1737,4,1,0,3,8
1737,5,2,1,1,8
1737,6,2,0,3,8
1737,7,1,1,1,8
1737,8,2,1,1,8
1745,1,1,1, , 
1745,2,1,1, , 
1745,3,2,1, , 
1745,4,1,0, , 
1745,5,2,1, , 
1745,6,2,0, , 
1745,7,2,1, , 
1745,8,1,0, , 
1753,1,2,1,1,8
1753,2,2,0,3,8
1753,3,1,0,2,8
1753,4,1,0,3,8
1753,5,1,0,3,8
1753,6,1,1,1,8
1753,7,2,0,3,8
1753,8,2,1,1,8
1761,1,1,0,3,8
1761,2,1,1,1,8
1761,3,1,0,3,8
1761,4,2,1,1,8
1761,5,1,0,3,8
1761,6,2,0,3,8
1761,7,2,1,1,8
1761,8,2,0,3,8
1769,1,1,1,1,8
1769,2,2,0,3,8
1769,3,1,0,3,8
1769,4,1,1,1,8
1769,5,1,1,1,8
1769,6,2,1,1,8
1769,7,2,1,1,8
1769,8,2,0,3,8
1777,1,1,0,2,8
1777,2,1,1,1,8
1777,3,2,1,1,8
1777,4,1,0,3,8
1777,5,2,1,1,8
1777,6,2,0,3,8
1777,7,2,1,1,8
1777,8,1,0,3,8
1785,1,1,1,1,8
1785,2,1,1,1,8
1785,3,1,1,1,8
1785,4,1,0,3,8
1785,5,2,0,3,8
1785,6,2,1,1,8
1785,7,2,0,3,8
1785,8,2,1,1,8
1793,1,1,1,1,8
1793,2,1,0,2,8
1793,3,2,1,1,8
1793,4,2,0,2,8
1793,5,2,0,3,8
1793,6,1,1,1,8
1793,7,2,0,2,8
1793,8,1,1,1,8
1801,1,2,0,3,8
1801,2,1,1,1,8
1801,3,2,1,1,8
1801,4,2,1,1,8
1801,5,1,0,3,8
1801,6,2,0,3,8
1801,7,1,0,3,8
1801,8,1,0,3,8
1809,1,1,0, , 
1809,2,1,0, , 
1809,3,1,1, , 
1809,4,1,0, , 
1809,5,2,0, , 
1809,6,2,1, , 
1809,7,2,1, , 
1809,8,2,1, , 
1817,1,2,0, , 
1817,2,1,0, , 
1817,3,1,1, , 
1817,4,2,0, , 
1817,5,2,1, , 
1817,6,1,1, , 
1817,7,2,1, , 
1817,8,1,1, , 
1825,1,1,1,1,8
1825,2,1,1,1,8
1825,3,2,0,2,8
1825,4,2,1,1,8
1825,5,1,1,1,8
1825,6,2,0,2,8
1825,7,1,0,2,8
1825,8,2,1,1,8
1833,1,2,0, , 
1833,2,1,0, , 
1833,3,2,0, , 
1833,4,1,1, , 
1833,5,2,1, , 
1833,6,1,0, , 
1833,7,2,1, , 
1833,8,1,0, , 
1841,1,2,1,1,8
1841,2,2,0,2,8
1841,3,2,0,2,8
1841,4,2,0,2,8
1841,5,1,0,2,8
1841,6,1,0,2,8
1841,7,1,1,1,8
1841,8,1,1,1,8
1849,1,2,1,1,8
1849,2,2,0,3,8
1849,3,1,1,1,8
1849,4,1,1,1,8
1849,5,1,0,3,8
1849,6,1,0,3,8
1849,7,2,1,1,8
1849,8,2,1,1,8
1857,1,2,1,1,8
1857,2,2,1,1,8
1857,3,1,0,3,8
1857,4,2,0,3,8
1857,5,1,1,1,8
1857,6,1,1,1,8
1857,7,2,0,3,8
1857,8,1,1,1,8
1865,1,2,0,3,8
1865,2,2,0,3,8
1865,3,1,1,1,8
1865,4,1,1,1,8
1865,5,2,0,3,8
1865,6,1,1,1,8
1865,7,2,1,1,8
1865,8,1,0,3,8
1873,1,1,1,1,8
1873,2,1,0,3,8
1873,3,2,1,1,8
1873,4,2,1,1,8
1873,5,2,0,3,8
1873,6,2,1,1,8
1873,7,1,0,3,8
1873,8,1,1,1,8
1881,1,2,0,2,8
1881,2,2,1,1,8
1881,3,2,1,1,8
1881,4,1,0,2,8
1881,5,2,1,1,8
1881,6,1,1,1,8
1881,7,1,0,2,8
1881,8,1,1,1,8
1889,1,2,0,3,8
1889,2,1,0,3,8
1889,3,2,1,1,8
1889,4,1,1,1,8
1889,5,2,1,1,8
1889,6,1,0,3,8
1889,7,2,1,1,8
1889,8,1,1,1,8
1897,1,2,1,1,8
1897,2,1,1,2,8
1897,3,2,0,2,8
1897,4,1,1,2,8
1897,5,2,0,2,8
1897,6,1,0,2,8
1897,7,2,0,2,8
1897,8,1,1,2,8
1905,1,1,0,2,8
1905,2,2,0,3,8
1905,3,2,0,3,8
1905,4,1,1,1,8
1905,5,2,1,1,8
1905,6,2,1,1,8
1905,7,1,0,3,8
1905,8,1,1,1,8
1913,1,1,1,1,8
1913,2,2,0,3,8
1913,3,1,0,3,8
1913,4,1,0,3,8
1913,5,1,0,3,8
1913,6,2,0,3,8
1913,7,2,1,1,8
1913,8,2,1,1,8
1921,1,2,0,3,8
1921,2,2,0,3,8
1921,3,1,1,1,8
1921,4,2,1,1,8
1921,5,1,0,3,8
1921,6,2,1,1,8
1921,7,1,1,1,8
1921,8,1,0,2,8
1929,1,1,0,3,8
1929,2,2,1,1,8
1929,3,1,1,1,8
1929,4,2,0,2,8
1929,5,1,0,3,8
1929,6,1,1,1,8
1929,7,2,0,2,8
1929,8,2,1,1,8
1937,1,1,1,1,8
1937,2,2,1,1,8
1937,3,2,0,3,8
1937,4,2,1,1,8
1937,5,2,0,3,8
1937,6,1,1,1,8
1937,7,1,0,3,8
1937,8,1,1,1,8
1945,1,1,1,1,8
1945,2,1,0,2,8
1945,3,2,0,3,8
1945,4,2,1,1,8
1945,5,1,1,2,8
1945,6,2,1,1,8
1945,7,1,0,3,8
1945,8,2,1,1,8
1953,1,1,1,1,8
1953,2,1,0,3,8
1953,3,2,1,1,8
1953,4,1,0,2,8
1953,5,1,1,1,8
1953,6,2,1,1,8
1953,7,2,1,1,8
1953,8,2,0,2,8
1961,1,2,1,1,8
1961,2,1,1,1,8
1961,3,2,1,1,8
1961,4,2,0,3,8
1961,5,1,1,1,8
1961,6,2,0,3,8
1961,7,1,0,2,8
1961,8,1,0,2,8
1969,1,2,0, , 
1969,2,2,0, , 
1969,3,1,0, , 
1969,4,1,1, , 
1969,5,1,1, , 
1969,6,2,1, , 
1969,7,1,1, , 
1969,8,2,0, , 
1977,1,1,0,2,8
1977,2,2,1,1,8
1977,3,2,1,1,8
1977,4,2,0,2,8
1977,5,1,1,2,8
1977,6,1,0,2,8
1977,7,2,0,3,8
1977,8,1,0,2,8
1985,1,2,1,1,8
1985,2,1,0,3,8
1985,3,2,1,1,8
1985,4,1,0,3,8
1985,5,1,1,1,8
1985,6,2,0,3,8
1985,7,2,1,1,8
1985,8,1,1,1,8
1993,1,1,0,2,8
1993,2,1,1,1,8
1993,3,2,1,1,8
1993,4,2,1,1,8
1993,5,2,1,1,8
1993,6,1,1,1,8
1993,7,2,0,2,8
1993,8,1,0,3,8
2001,1,1,1,1,8
2001,2,2,0,3,8
2001,3,2,1,1,8
2001,4,1,0,2,8
2001,5,2,1,1,8
2001,6,2,1,1,8
2001,7,1,0,3,8
2001,8,1,0,2,8
2009,1,2,1,1,8
2009,2,2,0,3,8
2009,3,1,1,1,8
2009,4,1,1,1,8
2009,5,2,0,3,8
2009,6,2,1,1,8
2009,7,1,0,3,8
2009,8,1,0,3,8
2017,1,2,0,3,8
2017,2,1,1,1,8
2017,3,2,0,3,8
2017,4,1,1,1,8
2017,5,2,0,3,8
2017,6,1,0,2,8
2017,7,1,1,1,8
2017,8,2,1,1,8
2025,1,1,0,2,8
2025,2,2,1,1,8
2025,3,2,0,3,8
2025,4,2,0,3,8
2025,5,1,0,2,8
2025,6,1,1,1,8
2025,7,1,0,2,8
2025,8,2,1,1,8
2033,1,2,0,2,8
2033,2,2,1,1,8
2033,3,1,0,3,8
2033,4,1,0,3,8
2033,5,2,0,3,8
2033,6,2,0,3,8
2033,7,1,1,1,8
2033,8,1,1,1,8
2041,1,2,1, , 
2041,2,1,1, , 
2041,3,1,0, , 
2041,4,1,1, , 
2041,5,2,0, , 
2041,6,1,1, , 
2041,7,2,1, , 
2041,8,2,0, , 
2049,1,1,1,1,8
2049,2,2,0,3,8
2049,3,2,0,3,8
2049,4,2,1,1,8
2049,5,1,1,1,8
2049,6,1,0,2,8
2049,7,1,0,3,8
2049,8,2,0,2,8
2057,1,2,0,3,8
2057,2,2,0,3,8
2057,3,2,0,3,8
2057,4,1,1,1,8
2057,5,1,0,2,8
2057,6,1,0,2,8
2057,7,2,1,1,8
2057,8,1,1,2,8
2065,1,1,0,3,8
2065,2,2,1,1,8
2065,3,2,0,2,8
2065,4,1,1,1,8
2065,5,2,1,1,8
2065,6,1,0,3,8
2065,7,1,0,3,8
2065,8,2,1,1,8
2073,1,2,0,3,8
2073,2,1,1,1,8
2073,3,1,1,1,8
2073,4,1,0,3,8
2073,5,2,0,3,8
2073,6,2,1,1,8
2073,7,1,0,3,8
2073,8,2,0,3,8
2081,1,2,0,3,8
2081,2,1,1,1,8
2081,3,2,0,3,8
2081,4,1,1,1,8
2081,5,2,0,3,8
2081,6,1,0,3,8
2081,7,2,1,1,8
2081,8,1,1,1,8
2089,1,2,1,1,8
2089,2,2,0,3,8
2089,3,2,1,1,8
2089,4,2,1,1,8
2089,5,1,0,3,8
2089,6,1,0,3,8
2089,7,1,1,1,8
2089,8,1,1,2,8
2097,1,2,0,3,8
2097,2,2,1,1,8
2097,3,1,0,3,8
2097,4,1,0,3,8
2097,5,2,0,3,8
2097,6,1,1,2,8
2097,7,1,1,1,8
2097,8,2,1,1,8
2105,1,2,0,3,8
2105,2,2,0,3,8
2105,3,2,1,1,8
2105,4,1,0,2,8
2105,5,1,0,3,8
2105,6,1,1,1,8
2105,7,1,1,1,8
2105,8,2,0,3,8
2113,1,1,1,1,8
2113,2,1,0,3,8
2113,3,2,0,3,8
2113,4,1,0,3,8
2113,5,2,1,1,8
2113,6,2,1,1,8
2113,7,2,1,1,8
2113,8,1,0,3,8
2121,1,2,0,3,8
2121,2,1,1,1,8
2121,3,1,0,2,8
2121,4,2,1,1,8
2121,5,2,1,1,8
2121,6,1,0,2,8
2121,7,2,0,3,8
2121,8,1,1,1,8
2129,1,1,0,3,8
2129,2,2,1,1,8
2129,3,1,0,3,8
2129,4,1,0,3,8
2129,5,2,0,3,8
2129,6,2,1,1,8
2129,7,1,1,1,8
2129,8,2,1,1,8
2137,1,1,0,2,8
2137,2,2,0,3,8
2137,3,1,0,3,8
2137,4,1,1,1,8
2137,5,2,0,3,8
2137,6,1,1,1,8
2137,7,2,0,2,8
2137,8,2,1,1,8
2145,1,2,0,3,8
2145,2,1,0,3,8
2145,3,1,0,3,8
2145,4,1,1,1,8
2145,5,2,0,3,8
2145,6,1,0,3,8
2145,7,2,1,1,8
2145,8,2,1,1,8
2153,1,2,0,3,8
2153,2,1,1,1,8
2153,3,2,1,1,8
2153,4,1,0,3,8
2153,5,2,1,1,8
2153,6,1,1,1,8
2153,7,1,1,1,8
2153,8,2,0,3,8
2161,1,1,1,1,8
2161,2,2,1,1,8
2161,3,2,0,2,8
2161,4,1,1,1,8
2161,5,1,1,1,8
2161,6,2,0,2,8
2161,7,2,1,1,8
2161,8,1,0,2,8
